,Latitude,Longitude,Magnitude,Root Mean Square,Status
103,50.282,177.959,7.600000000000001,,Automatic
104,38.365,22.405,6.800000000000001,,Automatic
105,9.986,125.896,5.9,,Automatic
106,15.8,-98.067,5.800000000000001,,Automatic
107,51.865,175.172,5.699999999999999,,Automatic
108,-27.088,-176.046,5.6,,Automatic
109,37.505,22.067,6.100000000000001,,Automatic
110,44.812,150.871,5.699999999999999,,Automatic
111,36.083,139.968,5.699999999999999,,Automatic
112,-0.463,120.039,6.199999999999999,,Automatic
113,52.192,173.437,6.100000000000001,,Automatic
114,-32.707,-178.207,6.0,,Automatic
115,35.047,24.318,6.199999999999999,,Automatic
116,-20.455,-173.621,5.699999999999999,,Automatic
117,-17.857,-178.646,6.5,,Automatic
118,-13.409,170.376,6.300000000000001,,Automatic
119,-42.692,174.205,5.9,,Automatic
120,-26.168,178.628,5.699999999999999,,Automatic
121,30.317,138.702,5.6,,Automatic
122,25.08,122.897,5.6,,Automatic
123,64.572,-160.375,6.0,,Automatic
124,41.46,-127.416,5.9,,Automatic
125,-59.687,-26.454,6.100000000000001,,Automatic
126,-59.586,-26.372,6.100000000000001,,Automatic
127,34.848,138.332,6.0,,Automatic
128,11.451,140.231,5.800000000000001,,Automatic
129,24.409,142.776,6.0,,Automatic
130,-1.733,126.568,5.699999999999999,,Automatic
131,54.157,-162.59,5.6,,Automatic
132,21.045,120.798,6.100000000000001,,Automatic
133,-6.822,129.504,6.0,,Automatic
134,35.626,23.425,6.100000000000001,,Automatic
135,1.333,-85.075,5.800000000000001,,Automatic
136,47.288,-122.406,6.699999999999999,,Automatic
137,-5.548,110.332,6.0,,Automatic
138,60.35,-146.176,5.6,,Automatic
139,28.927,128.769,5.800000000000001,,Automatic
140,-32.537,-70.569,5.800000000000001,,Automatic
141,13.683,-89.07,5.9,,Automatic
142,-24.281,-67.927,5.699999999999999,,Automatic
143,41.801,79.414,6.199999999999999,,Automatic
144,-3.523,137.924,5.699999999999999,,Automatic
145,-6.174,130.358,6.100000000000001,,Automatic
146,-4.131,134.946,5.800000000000001,,Automatic
147,5.268,125.467,5.9,,Automatic
148,22.336,121.248,6.699999999999999,,Automatic
149,-8.938,159.083,5.6,,Automatic
150,-6.575,105.311,5.6,,Automatic
151,-4.819,152.436,5.5,,Automatic
152,-14.921,167.34,7.699999999999999,,Automatic
153,1.309,126.239,5.699999999999999,,Automatic
154,-21.126,-178.537,6.100000000000001,,Automatic
155,52.149,175.119,6.0,,Automatic
156,13.174,124.604,5.9,,Automatic
157,51.227,178.882,5.800000000000001,,Automatic
158,-55.957,-27.875,6.0,,Automatic
159,-7.566,128.578,5.9,,Automatic
160,-23.54,-179.917,5.699999999999999,,Automatic
161,15.674,-46.712,5.9,,Automatic
162,-1.649,126.552,5.6,,Automatic
163,51.884,174.015,5.6,,Automatic
164,44.608,149.022,7.0,,Automatic
165,44.578,148.699,7.199999999999999,,Automatic
166,44.133,149.255,5.5,,Automatic
167,44.112,149.539,5.6,,Automatic
168,44.299,149.032,5.699999999999999,,Automatic
169,44.167,149.87,5.6,,Automatic
170,43.775,149.448,5.699999999999999,,Automatic
171,43.804,149.351,5.699999999999999,,Automatic
172,43.885,149.339,5.5,,Automatic
173,-20.38,-68.944,5.9,,Automatic
174,41.705,143.727,6.100000000000001,,Automatic
175,37.718,29.378,5.9,,Automatic
176,-39.902,45.55,5.6,,Automatic
177,-38.08,177.442,5.9,,Automatic
178,-21.025,173.574,6.199999999999999,,Automatic
179,32.052,87.784,5.9,,Automatic
180,44.505,149.218,5.6,,Automatic
181,42.973,-126.652,5.5,,Automatic
182,28.134,55.891,5.9,,Automatic
183,7.175,123.613,6.300000000000001,,Automatic
184,56.543,-152.948,6.5,,Automatic
185,7.034,126.25,5.800000000000001,,Automatic
186,-54.437,4.965,5.699999999999999,,Automatic
187,60.281,-141.418,6.5,,Automatic
188,23.764,121.56,5.9,,Automatic
189,-5.01,153.06,6.0,,Automatic
190,-1.734,126.53,5.800000000000001,,Automatic
191,51.813,176.53,5.699999999999999,,Automatic
192,-63.159,-163.707,6.100000000000001,,Automatic
193,52.99,-167.739,7.800000000000001,,Automatic
194,22.338,101.496,5.9,,Automatic
195,-22.567,172.939,5.800000000000001,,Automatic
196,38.384,22.545,6.300000000000001,,Automatic
197,46.591,152.467,5.6,,Automatic
198,-4.408,155.062,6.300000000000001,,Automatic
199,-6.819,105.505,5.699999999999999,,Automatic
200,-28.428,-68.25,5.699999999999999,,Automatic
201,7.74,123.811,6.0,,Automatic
202,-9.72,159.888,5.9,,Automatic
203,7.56,124.247,5.699999999999999,,Automatic
204,53.318,170.365,5.5,,Automatic
205,1.813,99.276,5.5,,Automatic
206,41.278,146.682,5.6,,Automatic
207,51.472,175.894,5.699999999999999,,Automatic
208,-2.335,101.767,5.6,,Automatic
209,51.05,-171.289,6.800000000000001,,Automatic
210,50.799,-171.607,5.699999999999999,,Automatic
211,51.076,-171.466,5.6,,Automatic
212,6.789,-72.907,5.6,,Automatic
213,-32.441,-178.803,5.9,,Automatic
214,-56.046,157.922,7.300000000000001,,Automatic
215,-7.526,-81.179,5.699999999999999,,Automatic
216,-5.213,151.701,6.5,,Automatic
217,-15.449,166.98,7.199999999999999,,Automatic
218,-15.67,167.216,5.800000000000001,,Automatic
219,-15.685,167.097,6.899999999999999,,Automatic
220,-15.741,167.26,6.0,,Automatic
221,-15.861,167.092,7.600000000000001,,Automatic
222,-15.817,167.399,6.899999999999999,,Automatic
223,-5.36,152.116,6.800000000000001,,Automatic
224,-15.931,167.392,5.9,,Automatic
225,-15.97,167.439,5.800000000000001,,Automatic
226,-15.995,166.96,6.100000000000001,,Automatic
227,-15.871,166.96,7.399999999999999,,Automatic
228,-16.198,167.607,7.199999999999999,,Automatic
229,-16.801,167.602,6.199999999999999,,Automatic
230,-6.38,148.543,6.0,,Automatic
231,-15.819,166.794,6.0,,Automatic
232,-11.385,166.332,5.699999999999999,,Automatic
233,-0.53,-19.951,6.199999999999999,,Automatic
234,4.872,95.836,6.100000000000001,,Automatic
235,-15.185,166.67,5.800000000000001,,Automatic
236,-15.945,166.999,6.199999999999999,,Automatic
237,-5.714,128.493,6.699999999999999,,Automatic
238,-18.954,-68.82,6.699999999999999,,Automatic
239,-22.887,-176.194,6.100000000000001,,Automatic
240,-5.921,103.993,5.6,,Automatic
241,40.459,26.206,6.0,,Automatic
242,16.081,-95.867,7.399999999999999,,Automatic
243,15.837,-96.235,5.800000000000001,,Automatic
244,44.453,149.06,5.699999999999999,,Automatic
245,-16.931,167.454,5.800000000000001,,Automatic
246,-6.428,104.667,5.699999999999999,,Automatic
247,-34.596,179.922,5.800000000000001,,Automatic
248,51.867,175.451,5.5,,Automatic
249,46.515,153.387,5.9,,Automatic
250,58.09,-152.525,7.0,,Automatic
251,57.513,-152.263,5.699999999999999,,Automatic
252,6.47,-84.408,6.199999999999999,,Automatic
253,-5.349,152.955,6.199999999999999,,Automatic
254,-6.209,151.651,6.100000000000001,,Automatic
255,-6.416,70.726,6.300000000000001,,Automatic
256,55.338,165.731,5.9,,Automatic
257,-36.448,-97.6,6.100000000000001,,Automatic
258,8.382,126.895,5.800000000000001,,Automatic
259,7.156,126.522,6.0,,Automatic
260,-1.443,-77.476,6.5,,Automatic
261,36.269,141.533,5.800000000000001,,Automatic
262,36.245,141.53,5.9,,Automatic
263,36.27,141.361,6.800000000000001,,Automatic
264,8.188,126.874,6.0,,Automatic
265,28.952,128.227,6.699999999999999,,Automatic
266,20.682,99.326,5.9,,Automatic
267,-5.391,151.631,5.9,,Automatic
268,36.395,141.46,6.300000000000001,,Automatic
269,13.092,145.167,5.6,,Automatic
270,39.626,143.357,5.699999999999999,,Automatic
271,-54.757,-38.244,5.800000000000001,,Automatic
272,51.752,175.5,5.6,,Automatic
273,-28.278,-177.999,6.5,,Automatic
274,59.28,-144.06,6.100000000000001,,Automatic
275,49.937,178.166,6.800000000000001,,Automatic
276,-19.921,174.48,6.199999999999999,,Automatic
277,-60.468,-24.551,6.0,,Automatic
278,49.426,156.417,5.9,,Automatic
279,-42.969,-75.225,5.9,,Automatic
280,12.347,114.485,5.9,,Automatic
281,-59.225,-25.091,5.800000000000001,,Automatic
282,56.19,-153.615,5.6,,Automatic
283,3.113,128.558,5.699999999999999,,Automatic
284,-7.981,156.287,5.699999999999999,,Automatic
285,-1.28,127.725,6.300000000000001,,Automatic
286,52.366,174.254,6.100000000000001,,Automatic
287,53.901,-165.403,5.6,,Automatic
288,4.203,125.787,5.9,,Automatic
289,49.646,156.116,5.6,,Automatic
290,44.12,145.389,6.699999999999999,,Automatic
291,-1.257,127.735,5.6,,Automatic
292,-9.031,-71.139,6.699999999999999,,Automatic
293,-22.457,-113.788,6.100000000000001,,Automatic
294,-3.144,143.789,5.9,,Automatic
295,-22.126,-113.928,6.199999999999999,,Automatic
296,30.628,140.23,6.399999999999999,,Automatic
297,43.745,87.843,6.5,,Automatic
298,-29.414,-68.166,5.699999999999999,,Automatic
299,36.514,141.229,5.699999999999999,,Automatic
300,-0.224,-18.645,6.100000000000001,,Automatic
301,6.553,126.903,5.9,,Automatic
302,30.887,-41.479,6.0,,Automatic
303,25.449,125.319,5.699999999999999,,Automatic
304,-7.058,129.347,5.6,,Automatic
305,-18.855,-177.721,6.5,,Automatic
306,53.909,160.579,6.0,,Automatic
307,-7.225,129.12,5.800000000000001,,Automatic
308,-6.193,130.402,6.5,,Automatic
309,51.936,-176.092,5.699999999999999,,Automatic
310,51.361,-179.716,5.9,,Automatic
311,2.983,124.831,6.199999999999999,,Automatic
312,51.42,-179.7,5.6,,Automatic
313,-8.666,111.103,5.800000000000001,,Automatic
314,33.011,141.079,5.6,,Automatic
315,-9.611,159.797,5.800000000000001,,Automatic
316,-45.847,-72.958,6.199999999999999,,Automatic
317,36.096,27.318,5.9,,Automatic
318,-4.841,103.103,5.800000000000001,,Automatic
319,51.101,-170.604,5.800000000000001,,Automatic
320,52.612,173.14,5.6,,Automatic
321,18.919,-107.176,6.699999999999999,,Automatic
322,-6.458,146.298,6.300000000000001,,Automatic
323,-37.199,177.558,6.0,,Automatic
324,17.135,-100.126,6.399999999999999,,Automatic
325,-18.108,-178.062,6.199999999999999,,Automatic
326,-11.292,166.143,5.9,,Automatic
327,44.688,149.939,6.0,,Automatic
328,44.757,150.195,5.6,,Automatic
329,-56.722,-141.439,5.800000000000001,,Automatic
330,7.65,-81.913,6.300000000000001,,Automatic
331,52.293,160.356,5.800000000000001,,Automatic
332,58.335,-153.303,6.100000000000001,,Automatic
333,60.481,-140.766,5.6,,Automatic
334,-18.096,-178.979,6.199999999999999,,Automatic
335,-5.201,151.583,5.9,,Automatic
336,27.863,141.992,5.800000000000001,,Automatic
337,54.21,-164.476,5.6,,Automatic
338,-16.673,-71.111,5.800000000000001,,Automatic
339,13.248,95.42,5.800000000000001,,Automatic
340,0.586,120.141,5.9,,Automatic
341,33.675,137.244,6.0,,Automatic
342,52.829,172.048,5.699999999999999,,Automatic
343,52.764,172.058,5.800000000000001,,Automatic
344,37.883,138.151,5.800000000000001,,Automatic
345,55.956,-153.942,6.199999999999999,,Automatic
346,30.013,69.606,5.800000000000001,,Automatic
347,-59.548,-26.465,5.6,,Automatic
348,-17.114,168.559,6.0,,Automatic
349,51.514,157.119,5.6,,Automatic
350,-24.837,-64.413,5.699999999999999,,Automatic
351,0.211,123.555,5.699999999999999,,Automatic
352,16.709,119.973,5.699999999999999,,Automatic
353,24.13,121.966,5.800000000000001,,Automatic
354,-15.899,167.914,6.399999999999999,,Automatic
355,39.093,21.777,6.199999999999999,,Automatic
356,26.246,103.187,6.399999999999999,,Automatic
357,50.023,155.506,5.9,,Automatic
358,29.956,69.761,6.5,,Automatic
359,30.276,70.041,6.5,,Automatic
360,-56.79,-25.965,6.300000000000001,,Automatic
361,-9.851,116.376,5.800000000000001,,Automatic
362,31.193,142.001,5.800000000000001,,Automatic
363,20.711,146.163,6.5,,Automatic
364,-6.561,132.642,6.0,,Automatic
365,26.12,103.222,5.9,,Automatic
366,-17.67,168.021,6.600000000000001,,Automatic
367,-32.265,78.866,6.600000000000001,,Automatic
368,-32.233,78.999,5.699999999999999,,Automatic
369,6.709,123.842,5.9,,Automatic
370,-55.495,-27.079,6.0,,Automatic
371,26.14,125.744,5.6,,Automatic
372,-5.388,151.592,6.899999999999999,,Automatic
373,-15.404,-172.843,6.0,,Automatic
374,52.55,173.462,5.6,,Automatic
375,43.691,139.738,5.6,,Automatic
376,29.244,130.344,6.0,,Automatic
377,-25.983,-70.328,5.699999999999999,,Automatic
378,48.256,154.425,5.800000000000001,,Automatic
379,-38.747,178.061,5.9,,Automatic
380,31.525,80.487,6.699999999999999,,Automatic
381,31.422,80.554,6.300000000000001,,Automatic
382,37.156,114.875,6.5,,Automatic
383,-13.696,166.555,6.199999999999999,,Automatic
384,1.903,126.334,6.199999999999999,,Automatic
385,1.742,126.337,5.6,,Automatic
386,-19.991,-68.842,5.800000000000001,,Automatic
387,24.122,122.583,7.5,,Automatic
388,-21.149,-179.093,6.699999999999999,,Automatic
389,-52.655,19.709,5.6,,Automatic
390,0.622,29.863,6.600000000000001,,Automatic
391,-21.176,-174.429,5.6,,Automatic
392,37.535,115.039,6.199999999999999,,Automatic
393,37.545,115.061,6.800000000000001,,Automatic
394,23.973,122.938,6.199999999999999,,Automatic
395,-13.626,166.829,5.9,,Automatic
396,37.714,115.275,6.0,,Automatic
397,37.798,115.096,5.9,,Automatic
398,8.865,-83.467,5.699999999999999,,Automatic
399,23.869,142.248,6.0,,Automatic
400,37.464,115.127,6.0,,Automatic
401,36.617,141.121,5.699999999999999,,Automatic
402,12.01,92.483,5.800000000000001,,Automatic
403,-45.685,96.003,6.300000000000001,,Automatic
404,56.382,-154.604,5.6,,Automatic
405,26.199,127.507,5.699999999999999,,Automatic
406,51.301,157.703,6.199999999999999,,Automatic
407,9.409,-84.282,5.800000000000001,,Automatic
408,-14.074,166.724,5.699999999999999,,Automatic
409,-31.452,-71.049,6.100000000000001,,Automatic
410,18.113,-102.557,5.699999999999999,,Automatic
411,-38.231,-72.695,6.300000000000001,,Automatic
412,-38.194,-73.198,5.9,,Automatic
413,56.896,-153.601,6.199999999999999,,Automatic
414,18.82,147.221,6.0,,Automatic
415,41.703,48.238,6.0,,Automatic
416,35.581,142.171,6.0,,Automatic
417,35.6,142.037,5.9,,Automatic
418,-37.656,-73.428,5.9,,Automatic
419,57.271,-152.483,5.800000000000001,,Automatic
420,-0.711,122.191,6.5,,Automatic
421,-0.57,122.235,6.100000000000001,,Automatic
422,-8.341,-74.142,6.399999999999999,,Automatic
423,-5.996,149.735,6.100000000000001,,Automatic
424,-8.495,114.967,5.6,,Automatic
425,24.298,122.595,6.199999999999999,,Automatic
426,34.425,26.455,6.0,,Automatic
427,48.888,156.275,6.199999999999999,,Automatic
428,48.848,156.288,5.6,,Automatic
429,48.853,156.133,5.800000000000001,,Automatic
430,34.023,138.983,5.699999999999999,,Automatic
431,51.41,-178.291,6.100000000000001,,Automatic
432,-6.974,129.352,5.699999999999999,,Automatic
433,-44.195,-75.478,5.6,,Automatic
434,24.97,-109.085,5.9,,Automatic
435,53.934,-164.122,6.0,,Automatic
436,13.901,146.481,6.100000000000001,,Automatic
437,19.374,122.147,5.5,,Automatic
438,30.081,139.992,5.699999999999999,,Automatic
439,13.894,146.41,5.699999999999999,,Automatic
440,-6.384,131.044,5.699999999999999,,Automatic
441,-21.658,169.814,5.699999999999999,,Automatic
442,-52.772,160.124,6.100000000000001,,Automatic
443,24.274,122.631,5.800000000000001,,Automatic
444,-23.461,-174.657,5.800000000000001,,Automatic
445,50.993,175.957,5.5,,Automatic
446,-0.047,123.13,5.800000000000001,,Automatic
447,46.418,152.735,6.0,,Automatic
448,-14.929,167.839,5.6,,Automatic
449,36.421,71.224,6.600000000000001,,Automatic
450,9.528,126.505,6.0,,Automatic
451,-14.828,-75.835,6.199999999999999,,Automatic
452,24.328,122.66,5.6,,Automatic
453,11.323,139.593,6.800000000000001,,Automatic
454,44.238,147.766,5.699999999999999,,Automatic
455,51.399,-178.35,5.6,,Automatic
456,-21.242,174.342,6.100000000000001,,Automatic
457,-12.191,167.132,6.699999999999999,,Automatic
458,-10.318,161.006,7.100000000000001,,Automatic
459,-10.061,161.149,6.800000000000001,,Automatic
460,-10.033,160.937,5.9,,Automatic
461,-10.172,160.85,5.699999999999999,,Automatic
462,-11.022,165.171,5.800000000000001,,Automatic
463,50.164,157.767,5.5,,Automatic
464,-7.24,124.583,7.0,,Automatic
465,43.726,140.19,5.6,,Automatic
466,29.504,80.845,6.0,,Automatic
467,29.543,80.915,5.699999999999999,,Automatic
468,29.706,80.935,6.300000000000001,,Automatic
469,-38.36,177.139,5.6,,Automatic
470,-13.794,166.644,6.0,,Automatic
471,24.739,122.414,6.399999999999999,,Automatic
472,51.745,176.296,5.800000000000001,,Automatic
473,51.826,179.778,6.800000000000001,,Automatic
474,51.867,-179.88,5.800000000000001,,Automatic
475,24.303,125.186,6.100000000000001,,Automatic
476,-19.474,-173.254,6.0,,Automatic
477,44.707,37.272,5.699999999999999,,Automatic
478,56.241,164.754,6.399999999999999,,Automatic
479,51.748,-173.478,5.6,,Automatic
480,-17.757,-178.55,6.399999999999999,,Automatic
481,51.664,-173.677,5.699999999999999,,Automatic
482,-24.16,-70.082,5.800000000000001,,Automatic
483,29.937,68.778,6.0,,Automatic
484,29.906,68.681,6.199999999999999,,Automatic
485,29.988,68.588,6.899999999999999,,Automatic
486,-10.987,162.767,5.699999999999999,,Automatic
487,50.513,-171.301,6.899999999999999,,Automatic
488,-10.692,161.237,5.6,,Automatic
489,31.0395,-113.7773333,6.350000000000001,0.6,Reviewed
490,19.279,-108.27,6.0,,Automatic
491,-20.161,-175.228,6.0,,Automatic
492,-23.495,-175.808,5.9,,Automatic
493,52.563,-161.63,5.800000000000001,,Automatic
494,28.565,78.961,5.6,,Automatic
495,13.295,121.467,6.0,,Automatic
496,3.487,64.014,6.0,,Automatic
497,36.395,70.903,5.800000000000001,,Automatic
498,37.38,-114.157,5.699999999999999,,Automatic
499,-21.343,171.484,6.199999999999999,,Automatic
500,-5.026,125.119,5.699999999999999,,Automatic
501,52.156,175.053,5.6,,Automatic
502,14.478,-91.84,5.800000000000001,,Automatic
503,-0.111,125.071,6.100000000000001,,Automatic
504,-0.007,125.026,6.0,,Automatic
505,39.235,41.572,6.800000000000001,,Automatic
506,-3.195,-77.166,5.699999999999999,,Automatic
507,42.981,140.708,5.800000000000001,,Automatic
508,39.438,41.094,6.199999999999999,,Automatic
509,-23.734,-175.678,6.100000000000001,,Automatic
510,8.48,126.645,6.0,,Automatic
511,-1.741,134.06,5.9,,Automatic
512,-22.499,170.742,6.300000000000001,,Automatic
513,23.873,123.228,5.699999999999999,,Automatic
514,-27.693,-177.185,5.800000000000001,,Automatic
515,-22.128,170.04,6.0,,Automatic
516,-36.094,178.575,5.699999999999999,,Automatic
517,61.197,-147.781,5.6,,Automatic
518,2.388,128.49,7.699999999999999,,Automatic
519,45.401,150.549,5.6,,Automatic
520,6.761,-72.976,5.9,,Automatic
521,-22.987,170.75,6.300000000000001,,Automatic
522,39.385,-120.252,5.9,,Automatic
523,-60.244,-27.199,6.699999999999999,,Automatic
524,-60.256,-26.922,6.199999999999999,,Automatic
525,22.924,121.507,6.199999999999999,,Automatic
526,27.775,54.227,5.699999999999999,,Automatic
527,18.261,-100.985,6.0,,Automatic
528,27.419,92.576,5.9,,Automatic
529,27.412,100.103,6.300000000000001,,Automatic
530,-21.558,170.596,6.899999999999999,,Automatic
531,61.58,-150.126,5.6,,Automatic
532,-16.654,-177.279,6.100000000000001,,Automatic
533,-60.354,-26.485,6.100000000000001,,Automatic
534,-11.793,121.601,6.0,,Automatic
535,-31.241,-177.747,5.800000000000001,,Automatic
536,29.734,142.669,5.699999999999999,,Automatic
537,-56.111,-27.62,5.699999999999999,,Automatic
538,-10.665,-78.228,8.100000000000001,,Automatic
539,-1.571,-15.611,7.0,,Automatic
540,-18.319,167.58,5.699999999999999,,Automatic
541,22.232,145.978,6.699999999999999,,Automatic
542,38.796,21.242,5.9,,Automatic
543,19.102,-67.878,6.0,,Automatic
544,-15.37,-175.109,6.399999999999999,,Automatic
545,-31.973,-68.301,6.100000000000001,,Automatic
546,52.141,-169.158,5.6,,Automatic
547,-23.822,-67.863,5.6,,Automatic
548,41.746,144.389,6.0,,Automatic
549,-15.681,167.258,6.300000000000001,,Automatic
550,17.042,-61.885,5.6,,Automatic
551,48.019,146.857,5.9,,Automatic
552,-57.964,-25.518,5.800000000000001,,Automatic
553,-14.851,167.051,5.9,,Automatic
554,-25.563,-70.497,5.699999999999999,,Automatic
555,6.6,-82.746,5.6,,Automatic
556,-13.954,167.045,6.800000000000001,,Automatic
557,3.251,128.174,5.699999999999999,,Automatic
558,44.475,151.655,5.9,,Automatic
559,14.351,-91.963,5.699999999999999,,Automatic
560,-3.424,145.703,6.300000000000001,,Automatic
561,-4.928,144.05,6.300000000000001,,Automatic
562,21.487,94.322,5.699999999999999,,Automatic
563,29.535,80.823,5.699999999999999,,Automatic
564,-26.123,-63.152,6.300000000000001,,Automatic
565,37.3021667,-116.4083333,5.620000000000001,0.86,Reviewed
566,-19.98,169.834,6.300000000000001,,Automatic
567,-7.039,148.256,6.600000000000001,,Automatic
568,37.126,141.202,5.6,,Automatic
569,-25.494,-70.55,7.699999999999999,,Automatic
570,-32.838,-111.783,5.6,,Automatic
571,-12.091,166.552,7.800000000000001,,Automatic
572,-12.326,166.491,7.100000000000001,,Automatic
573,-15.237,-173.608,6.5,,Automatic
574,-11.2,165.416,5.9,,Automatic
575,-10.187,28.424,5.6,,Automatic
576,-12.347,166.221,6.0,,Automatic
577,-11.093,165.668,6.100000000000001,,Automatic
578,-11.112,165.536,5.6,,Automatic
579,-12.376,166.473,5.800000000000001,,Automatic
580,20.318,120.114,5.6,,Automatic
581,10.881,-62.33,5.5,,Automatic
582,48.168,103.036,7.0,,Automatic
583,48.477,103.021,5.800000000000001,,Automatic
584,48.04,103.013,5.9,,Automatic
585,41.878,143.482,5.9,,Automatic
586,-1.461,126.477,5.6,,Automatic
587,-48.873,112.803,6.0,,Automatic
588,11.854,142.866,5.699999999999999,,Automatic
589,-0.149,120.033,5.699999999999999,,Automatic
590,33.989,45.738,6.100000000000001,,Automatic
591,-10.515,161.406,6.199999999999999,,Automatic
592,-11.248,165.623,6.0,,Automatic
593,-27.335,-63.204,6.199999999999999,,Automatic
594,38.244,142.152,6.600000000000001,,Automatic
595,56.564,120.947,5.5,,Automatic
596,52.565,-168.501,5.9,,Automatic
597,-11.903,166.494,5.9,,Automatic
598,48.105,103.064,6.399999999999999,,Automatic
599,-49.917,-114.881,6.300000000000001,,Automatic
600,19.973,-109.129,6.0,,Automatic
601,41.5,142.2,5.699999999999999,,Automatic
602,-0.922,-21.081,6.5,,Automatic
603,36.715,71.625,6.0,,Automatic
604,52.45,-169.603,6.800000000000001,,Automatic
